species,genes.Inclusion,genes.GeneName,genes.KO,genes.Threshold,genes.Score,genes.Evalue,genes.KODefinition,Gene ID,Gene Description
Corynebacterium_testudinorisstrain_DSM_44614,*,Corynebacterium_testudinorisstrain_DSM_44614_01827,K00768,120.60,344.9,1.3e-103,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_testudinorisstrain_DSM_44614,*,Corynebacterium_testudinorisstrain_DSM_44614_01866,K22316,318.33,497.4,6e-150,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_ulceransstrain_131002,*,Corynebacterium_ulceransstrain_131002_00319,K02492,72.67,470.8,1e-141,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_ulceransstrain_131002,*,Corynebacterium_ulceransstrain_131002_00320,K01749,112.17,366.1,2.9e-110,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_ulceransstrain_131002,*,Corynebacterium_ulceransstrain_131002_00321,K13542,412.30,651.3,3e-196,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_ulceransstrain_131002,*,Corynebacterium_ulceransstrain_131002_00322,K01698,175.97,570.5,6.7e-172,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_ulceransstrain_131002,*,Corynebacterium_ulceransstrain_131002_00328,K01845,309.63,614.5,3.3e-185,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_ulceransstrain_131002,*,Corynebacterium_ulceransstrain_131002_00677,K02228,126.63,339.3,3.9e-102,precorrin-6A synthase [EC:2.1.1.152],cobF,precorrin-6A synthase 
Corynebacterium_ulceransstrain_131002,*,Corynebacterium_ulceransstrain_131002_01102,K02230,1031.53,1482.1,0,cobaltochelatase CobN [EC:6.6.1.2],cobN,cobaltochelatase CobN
Corynebacterium_ulceransstrain_131002,*,Corynebacterium_ulceransstrain_131002_01103,K02229,272.23,409.2,2.6e-123,precorrin-3B synthase [EC:1.14.13.83],cobG,precorrin-3B synthase
Corynebacterium_ulceransstrain_131002,*,Corynebacterium_ulceransstrain_131002_01104,K06042,132.10,309.0,4.8e-93,precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60],cobH/cbiC,precorrin-8X/cobalt-precorrin-8 methylmutase
Corynebacterium_ulceransstrain_131002,*,Corynebacterium_ulceransstrain_131002_01105,K13540,602.20,770.8,6.8e-233,precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase [EC:2.1.1.130 2.1.1.131],cobIJ,precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase
Corynebacterium_ulceransstrain_131002,*,Corynebacterium_ulceransstrain_131002_01107,K05895,156.53,335.9,4.6e-101,precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106],cobK/cbiJ,precorrin-6A/cobalt-precorrin-6A reductase
Corynebacterium_ulceransstrain_131002,*,Corynebacterium_ulceransstrain_131002_01108,K05936,231.50,388.7,5.2e-117,precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271],cobM/cbiF,precorrin-4/cobalt-precorrin-4 C11-methyltransferase
Corynebacterium_ulceransstrain_131002,*,Corynebacterium_ulceransstrain_131002_01109,K00595,219.93,454.5,4.8e-137,"precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]",cobL/cbiET,"precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase"
Corynebacterium_ulceransstrain_131002,*,Corynebacterium_ulceransstrain_131002_01368,K02303,259.40,323.4,3.4e-97,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_ulceransstrain_131002,*,Corynebacterium_ulceransstrain_131002_01372,K02224,128.03,601.8,1.7e-181,"cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]",cobB/cbiA,"cobyrinic acid a,c-diamide synthase"
Corynebacterium_ulceransstrain_131002,*,Corynebacterium_ulceransstrain_131002_01373,K19221,114.37,235.8,7.7e-71,cob(I)alamin adenosyltransferase [EC:2.5.1.17],cobA/btuR,cob(I)alamin adenosyltransferase
Corynebacterium_ulceransstrain_131002,*,Corynebacterium_ulceransstrain_131002_01382,K02232,241.80,663.0,6.8e-200,adenosylcobyric acid synthase [EC:6.3.5.10],cobQ/cbiP,adenosylcobyric acid synthase 
Corynebacterium_ulceransstrain_131002,*,Corynebacterium_ulceransstrain_131002_01523,K02231,47.07,177.7,4.3e-53,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62],cobP/cobU,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase
Corynebacterium_ulceransstrain_131002,*,Corynebacterium_ulceransstrain_131002_01524,K00768,120.60,455.1,4.6e-137,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_ulceransstrain_131002,*,Corynebacterium_ulceransstrain_131002_01525,K02233,72.47,163.7,9.3e-49,adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26],cobS/cobV,adenosylcobinamide-GDP ribazoletransferase
Corynebacterium_ulceransstrain_131002,*,Corynebacterium_ulceransstrain_131002_01567,K22316,318.33,530.7,3.9e-160,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_ulceransstrain_131002,*,Corynebacterium_ulceransstrain_131002_01574,K02227,96.90,353.9,1.6e-106,adenosylcobinamide-phosphate synthase [EC:6.3.1.10],cobD/cbiB,adenosylcobinamide-phosphate synthase
Corynebacterium_ulceransstrain_131002,*,Corynebacterium_ulceransstrain_131002_01774,K00798,37.20,238.1,1.1e-71,cob(I)alamin adenosyltransferase [EC:2.5.1.17],pduO,cob(I)alamin adenosyltransferase
Corynebacterium_urealyticum_DSM_7109,*,Corynebacterium_urealyticum_DSM_7109_00230,K02492,72.67,500.4,1.1e-150,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_urealyticum_DSM_7109,*,Corynebacterium_urealyticum_DSM_7109_00231,K01749,112.17,331.6,8.2e-100,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_urealyticum_DSM_7109,*,Corynebacterium_urealyticum_DSM_7109_00232,K13542,412.30,640.1,6.5e-193,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_urealyticum_DSM_7109,*,Corynebacterium_urealyticum_DSM_7109_00235,K01698,175.97,564.9,3.1e-170,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_urealyticum_DSM_7109,*,Corynebacterium_urealyticum_DSM_7109_00238,K01845,309.63,603.1,8.7e-182,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_urealyticum_DSM_7109,*,Corynebacterium_urealyticum_DSM_7109_00855,K02303,259.40,300.3,3.2e-90,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_urealyticum_DSM_7109,*,Corynebacterium_urealyticum_DSM_7109_01270,K00768,120.60,217.3,4.2e-65,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_urealyticum_DSM_7109,*,Corynebacterium_urealyticum_DSM_7109_01323,K22316,318.33,463.9,6.5e-140,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_ureicelerivoransstrain_IMMIB_RIV-2301,*,Corynebacterium_ureicelerivoransstrain_IMMIB_RIV-2301_00214,K02492,72.67,490.4,1.3e-147,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_ureicelerivoransstrain_IMMIB_RIV-2301,*,Corynebacterium_ureicelerivoransstrain_IMMIB_RIV-2301_00215,K01749,112.17,355.1,6.8e-107,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_ureicelerivoransstrain_IMMIB_RIV-2301,*,Corynebacterium_ureicelerivoransstrain_IMMIB_RIV-2301_00216,K13542,412.30,640.9,4.4e-193,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_ureicelerivoransstrain_IMMIB_RIV-2301,*,Corynebacterium_ureicelerivoransstrain_IMMIB_RIV-2301_00217,K01698,175.97,563.0,1.3e-169,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_ureicelerivoransstrain_IMMIB_RIV-2301,*,Corynebacterium_ureicelerivoransstrain_IMMIB_RIV-2301_00227,K01845,309.63,620.9,4.1e-187,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_ureicelerivoransstrain_IMMIB_RIV-2301,*,Corynebacterium_ureicelerivoransstrain_IMMIB_RIV-2301_01484,K02303,259.40,320.9,2e-96,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_ureicelerivoransstrain_IMMIB_RIV-2301,*,Corynebacterium_ureicelerivoransstrain_IMMIB_RIV-2301_01618,K00768,120.60,277.3,3.4e-83,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_ureicelerivoransstrain_IMMIB_RIV-2301,*,Corynebacterium_ureicelerivoransstrain_IMMIB_RIV-2301_01649,K22316,318.33,470.5,7.4e-142,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_uterequistrain_DSM_45634,*,Corynebacterium_uterequistrain_DSM_45634_00248,K02492,72.67,442.6,3.6e-133,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_uterequistrain_DSM_45634,*,Corynebacterium_uterequistrain_DSM_45634_00249,K01749,112.17,358.8,4.7e-108,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_uterequistrain_DSM_45634,*,Corynebacterium_uterequistrain_DSM_45634_00251,K13542,412.30,642.4,1.4e-193,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_uterequistrain_DSM_45634,*,Corynebacterium_uterequistrain_DSM_45634_00252,K01698,175.97,551.2,4.4e-166,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_uterequistrain_DSM_45634,*,Corynebacterium_uterequistrain_DSM_45634_00260,K01845,309.63,603.6,6.6e-182,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_uterequistrain_DSM_45634,*,Corynebacterium_uterequistrain_DSM_45634_01352,K02303,259.40,314.6,1.6e-94,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_uterequistrain_DSM_45634,*,Corynebacterium_uterequistrain_DSM_45634_01514,K00768,120.60,341.6,1.1e-102,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_uterequistrain_DSM_45634,*,Corynebacterium_uterequistrain_DSM_45634_01557,K22316,318.33,464.4,5.2e-140,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_variabile_DSM_44702,,Corynebacterium_variabile_DSM_44702_01207,K22316,318.33,252.1,2e-75,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_variabile_DSM_44702,*,Corynebacterium_variabile_DSM_44702_01243,K00768,120.60,130.4,1.4e-38,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_variabile_DSM_44702,*,Corynebacterium_variabile_DSM_44702_01787,K02303,259.40,338.8,1e-101,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_variabile_DSM_44702,*,Corynebacterium_variabile_DSM_44702_02535,K02302,414.53,425.4,8.7e-128,uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4],cysG,precorrin-2 dehydrogenase
Corynebacterium_variabile_DSM_44702,*,Corynebacterium_variabile_DSM_44702_02536,K01719,45.83,141.4,7.7e-42,uroporphyrinogen-III synthase [EC:4.2.1.75],hemD,uroporphyrinogen-III synthase
Corynebacterium_variabile_DSM_44702,*,Corynebacterium_variabile_DSM_44702_02919,K01845,309.63,607.7,5.8e-183,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_variabile_DSM_44702,*,Corynebacterium_variabile_DSM_44702_02923,K01698,175.97,553.5,1.4e-166,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_variabile_DSM_44702,*,Corynebacterium_variabile_DSM_44702_02926,K13542,412.30,642.6,1.8e-193,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_variabile_DSM_44702,*,Corynebacterium_variabile_DSM_44702_02927,K01749,112.17,323.8,2.9e-97,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_variabile_DSM_44702,*,Corynebacterium_variabile_DSM_44702_02928,K02492,72.67,453.1,3.4e-136,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294,*,Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294_00382,K02492,72.67,472.6,3.6e-142,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294,*,Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294_00383,K01749,112.17,364.0,1.6e-109,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294,*,Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294_00384,K13542,412.30,657.8,3.8e-198,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294,*,Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294_00385,K01698,175.97,567.8,5e-171,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294,*,Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294_00392,K01845,309.63,617.9,3.8e-186,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294,*,Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294_00887,K02228,126.63,327.6,1.7e-98,precorrin-6A synthase [EC:2.1.1.152],cobF,precorrin-6A synthase 
Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294,*,Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294_01426,K02230,1031.53,1502.5,0,cobaltochelatase CobN [EC:6.6.1.2],cobN,cobaltochelatase CobN
Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294,*,Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294_01428,K02229,272.23,385.0,6.9e-116,precorrin-3B synthase [EC:1.14.13.83],cobG,precorrin-3B synthase
Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294,*,Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294_01429,K06042,132.10,311.0,1.4e-93,precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60],cobH/cbiC,precorrin-8X/cobalt-precorrin-8 methylmutase
Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294,*,Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294_01430,K13540,602.20,751.3,6.8e-227,precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase [EC:2.1.1.130 2.1.1.131],cobIJ,precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase
Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294,*,Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294_01432,K05895,156.53,340.9,1.7e-102,precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106],cobK/cbiJ,precorrin-6A/cobalt-precorrin-6A reductase
Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294,*,Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294_01433,K05936,231.50,395.0,7.5e-119,precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271],cobM/cbiF,precorrin-4/cobalt-precorrin-4 C11-methyltransferase
Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294,*,Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294_01434,K00595,219.93,453.5,1.2e-136,"precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]",cobL/cbiET,"precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase"
Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294,*,Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294_01701,K02303,259.40,323.5,3.7e-97,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294,*,Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294_01704,K02224,128.03,597.9,3.1e-180,"cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]",cobB/cbiA,"cobyrinic acid a,c-diamide synthase"
Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294,*,Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294_01705,K19221,114.37,234.4,2.4e-70,cob(I)alamin adenosyltransferase [EC:2.5.1.17],cobA/btuR,cob(I)alamin adenosyltransferase
Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294,*,Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294_01712,K02232,241.80,661.4,2.5e-199,adenosylcobyric acid synthase [EC:6.3.5.10],cobQ/cbiP,adenosylcobyric acid synthase 
Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294,*,Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294_01873,K02231,47.07,185.7,2e-55,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62],cobP/cobU,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase
Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294,*,Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294_01874,K00768,120.60,466.1,2.7e-140,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294,*,Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294_01875,K02233,72.47,146.0,2.6e-43,adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26],cobS/cobV,adenosylcobinamide-GDP ribazoletransferase
Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294,*,Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294_01909,K22316,318.33,508.1,3.5e-153,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294,*,Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294_01916,K02227,96.90,352.4,5.4e-106,adenosylcobinamide-phosphate synthase [EC:6.3.1.10],cobD/cbiB,adenosylcobinamide-phosphate synthase
Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294,*,Corynebacterium_vitaeruminis_DSM_20294strain_DSM_20294_02195,K00798,37.20,245.1,9.5e-74,cob(I)alamin adenosyltransferase [EC:2.5.1.17],pduO,cob(I)alamin adenosyltransferase
Corynebacterium_xerosisstrain_GS_1,*,Corynebacterium_xerosisstrain_GS_1_00165,K02227,96.90,360.9,1.3e-108,adenosylcobinamide-phosphate synthase [EC:6.3.1.10],cobD/cbiB,adenosylcobinamide-phosphate synthase
Corynebacterium_xerosisstrain_GS_1,,Corynebacterium_xerosisstrain_GS_1_00173,K22316,318.33,280.6,3.3e-84,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_xerosisstrain_GS_1,*,Corynebacterium_xerosisstrain_GS_1_00218,K02233,72.47,145.8,2.8e-43,adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26],cobS/cobV,adenosylcobinamide-GDP ribazoletransferase
Corynebacterium_xerosisstrain_GS_1,*,Corynebacterium_xerosisstrain_GS_1_00219,K00768,120.60,499.8,1.5e-150,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_xerosisstrain_GS_1,*,Corynebacterium_xerosisstrain_GS_1_00220,K02231,47.07,180.4,7.3e-54,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62],cobP/cobU,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase
Corynebacterium_xerosisstrain_GS_1,*,Corynebacterium_xerosisstrain_GS_1_00468,K02230,1031.53,1501.7,0,cobaltochelatase CobN [EC:6.6.1.2],cobN,cobaltochelatase CobN
Corynebacterium_xerosisstrain_GS_1,*,Corynebacterium_xerosisstrain_GS_1_00470,K02229,272.23,407.2,1.2e-122,precorrin-3B synthase [EC:1.14.13.83],cobG,precorrin-3B synthase
Corynebacterium_xerosisstrain_GS_1,*,Corynebacterium_xerosisstrain_GS_1_00471,K06042,132.10,293.4,2.9e-88,precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60],cobH/cbiC,precorrin-8X/cobalt-precorrin-8 methylmutase
Corynebacterium_xerosisstrain_GS_1,*,Corynebacterium_xerosisstrain_GS_1_00472,K13540,602.20,701.5,7.6e-212,precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase [EC:2.1.1.130 2.1.1.131],cobIJ,precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase
